tid,"ll_img","tag"
158,"LMSLPS150050157","settlement"
159,"LMSLPS150050157","widow"
160,"LMSLPS150050157","wife"
161,"LMSLPS150050158","churchwardens_petition"
162,"LMSLPS150050158","removal"
163,"LMSLPS150050158","servant"
164,"LMSLPS150050158","settlement"
165,"LMSLPS150050158","widow"
166,"LMSLPS150050162","churchwardens_petition"
167,"LMSLPS150050162","removal"
168,"LMSLPS150050162","servant"
169,"LMSLPS150050162","settlement"
170,"LMSLPS150050165","churchwardens_petition"
171,"LMSLPS150050165","parents"
172,"LMSLPS150050165","removal"
173,"LMSLPS150050165","settlement"
174,"LMSLPS150050165","son/daughter"
175,"LMSLPS150050167","churchwardens_petition"
176,"LMSLPS150050167","husband"
177,"LMSLPS150050167","removal"
178,"LMSLPS150050167","servant"
179,"LMSLPS150050167","settlement"
180,"LMSLPS150050167","wife"
181,"LMSLPS150050170","churchwardens_petition"
182,"LMSLPS150050170","husband"
183,"LMSLPS150050170","parents"
184,"LMSLPS150050170","removal"
185,"LMSLPS150050170","settlement"
186,"LMSLPS150050170","son/daughter"
187,"LMSLPS150050175","churchwardens_petition"
188,"LMSLPS150050175","husband"
189,"LMSLPS150050175","removal"
190,"LMSLPS150050175","settlement"
191,"LMSLPS150050175","wife"
192,"LMSLPS150050177","children"
193,"LMSLPS150050177","churchwardens_petition"
194,"LMSLPS150050177","parents"
195,"LMSLPS150050177","son/daughter"
196,"LMSLPS150050182","children"
197,"LMSLPS150050182","churchwardens_petition"
198,"LMSLPS150050184","churchwardens_petition"
199,"LMSLPS150050184","poor"
200,"LMSLPS150050184","rates"
201,"LMSLPS150050185","churchwardens_petition"
202,"LMSLPS150050185","rates"
203,"LMSLPS150050186","churchwardens_petition"
204,"LMSLPS150050186","rates"
205,"LMSLPS150050187","churchwardens_petition"
206,"LMSLPS150050187","rates"
207,"LMSLPS150050188","churchwardens_petition"
208,"LMSLPS150050188","rates"
209,"LMSLPS150050189","churchwardens_petition"
210,"LMSLPS150050189","rates"
211,"LMSLPS150050190","churchwardens_petition"
212,"LMSLPS150050190","rates"
213,"LMSLPS150050191","churchwardens_petition"
214,"LMSLPS150050191","rates"
215,"LMSLPS150050192","churchwardens_petition"
216,"LMSLPS150050192","rates"
217,"LMSLPS150050193","churchwardens_petition"
218,"LMSLPS150050193","rates"
219,"LMSLPS150050194","churchwardens_petition"
220,"LMSLPS150050194","rates"
221,"LMSLPS150060132","churchwardens_petition"
222,"LMSLPS150060132","parents"
223,"LMSLPS150060132","removal"
224,"LMSLPS150060132","settlement"
225,"LMSLPS150060132","son/daughter"
226,"LMSLPS150060132","wife"
227,"LMSLPS150060134","churchwardens_petition"
228,"LMSLPS150060134","removal"
229,"LMSLPS150060134","servant"
230,"LMSLPS150060134","settlement"
231,"LMSLPS150060134","spinster"
232,"LMSLPS150060135","children"
233,"LMSLPS150060135","churchwardens_petition"
234,"LMSLPS150060135","husband"
235,"LMSLPS150060135","son/daughter"
236,"LMSLPS150060137","churchwardens_petition"
237,"LMSLPS150060137","poor"
238,"LMSLPS150060137","removal"
239,"LMSLPS150060137","son/daughter"
240,"LMSLPS150060138","churchwardens_petition"
241,"LMSLPS150060138","parents"
242,"LMSLPS150060138","removal"
243,"LMSLPS150060138","settlement"
244,"LMSLPS150060138","son/daughter"
245,"LMSLPS150060141","churchwardens_petition"
246,"LMSLPS150060141","removal"
247,"LMSLPS150060141","servant"
248,"LMSLPS150060141","settlement"
249,"LMSLPS150060144","churchwardens_petition"
250,"LMSLPS150060144","removal"
251,"LMSLPS150060144","settlement"
252,"LMSLPS150060144","wife"
253,"LMSLPS150060147","bastardy"
254,"LMSLPS150060147","children"
255,"LMSLPS150060147","churchwardens_petition"
256,"LMSLPS150060147","recognizances"
257,"LMSLPS150060147","widow"
258,"LMSLPS150060148","churchwardens_petition"
259,"LMSLPS150060148","rates"
260,"LMSLPS150060149","friends"
261,"LMSLPS150060149","transportation"
262,"LMSLPS150060151","prisoner"
263,"LMSLPS150060151","recognizances"
264,"LMSLPS150060151","wife"
265,"LMSLPS150060153","indictment"
266,"LMSLPS150060153","prisoner"
267,"LMSLPS150060153","recognizances"
268,"LMSLPS150060153","treason"
269,"LMSLPS150060155","assault"
270,"LMSLPS150060155","indictment"
271,"LMSLPS150060155","recognizances"
272,"LMSLPS150060156","churchwardens_petition"
273,"LMSLPS150060156","rates"
274,"LMSLPS150070049","recognizances"
275,"LMSLPS150070050","apprentice"
276,"LMSLPS150070050","drink"
277,"LMSLPS150070050","friends"
278,"LMSLPS150070050","parents"
279,"LMSLPS150070050","removal"
280,"LMSLPS150070050","son/daughter"
281,"LMSLPS150070101","prisoner"
282,"LMSLPS150070101","recognizances"
283,"LMSLPS150070101","theft"
284,"LMSLPS150070115","friends"
285,"LMSLPS150070122","churchwardens_petition"
286,"LMSLPS150070122","rates"
287,"LMSLPS150070123","churchwardens_petition"
288,"LMSLPS150070123","rates"
289,"LMSLPS150070129","coining_forgery"
290,"LMSLPS150070129","prisoner"
291,"LMSLPS150070129","recognizances"
292,"LMSLPS150070131","children"
293,"LMSLPS150070131","coining_forgery"
294,"LMSLPS150070131","prisoner"
295,"LMSLPS150070131","recognizances"
296,"LMSLPS150070138","children"
297,"LMSLPS150070138","churchwardens_petition"
298,"LMSLPS150070138","husband"
299,"LMSLPS150070138","removal"
300,"LMSLPS150070138","settlement"
301,"LMSLPS150070138","wife"
302,"LMSLPS150070184","children"
303,"LMSLPS150070184","coining_forgery"
304,"LMSLPS150070184","prisoner"
305,"LMSLPS150070185","prisoner"
306,"LMSLPS150070185","treason"
307,"LMSLPS150070186","prisoner"
308,"LMSLPS150070187","indictment"
309,"LMSLPS150070187","poor"
310,"LMSLPS150070187","prisoner"
311,"LMSLPS150070187","recognizances"
312,"LMSLPS150070188","coining_forgery"
313,"LMSLPS150070188","prisoner"
314,"LMSLPS150070188","treason"
315,"LMSLPS150070189","prisoner"
316,"LMSLPS150070189","recognizances"
317,"LMSLPS150070189","treason"
318,"LMSLPS150070190","coining_forgery"
319,"LMSLPS150070190","prisoner"
320,"LMSLPS150070190","treason"
321,"LMSLPS150070191","murder"
322,"LMSLPS150070191","prisoner"
323,"LMSLPS150070191","treason"
324,"LMSLPS150070192","prisoner"
325,"LMSLPS150070192","treason"
326,"LMSLPS150070193","coining_forgery"
327,"LMSLPS150070193","indictment"
328,"LMSLPS150070193","prisoner"
329,"LMSLPS150070193","recognizances"
330,"LMSLPS150070193","treason"
331,"LMSLPS150070195","friends"
332,"LMSLPS150070195","indictment"
333,"LMSLPS150070195","prisoner"
334,"LMSLPS150070196","prisoner"
335,"LMSLPS150070197","friends"
336,"LMSLPS150070197","poor"
337,"LMSLPS150070197","prisoner"
338,"LMSLPS150070199","friends"
339,"LMSLPS150070199","prisoner"
340,"LMSLPS150070199","treason"
341,"LMSLPS150070201","indictment"
342,"LMSLPS150070201","prisoner"
343,"LMSLPS150070201","recognizances"
344,"LMSLPS150070202","friends"
345,"LMSLPS150070202","prisoner"
346,"LMSLPS150070203","poor"
347,"LMSLPS150070203","prisoner"
348,"LMSLPS150070204","children"
349,"LMSLPS150070204","prisoner"
350,"LMSLPS150070204","treason"
351,"LMSLPS150070205","coining_forgery"
352,"LMSLPS150070205","prisoner"
353,"LMSLPS150070206","coining_forgery"
354,"LMSLPS150070206","prisoner"
355,"LMSLPS150070206","treason"
356,"LMSLPS150070206","wife"
357,"LMSLPS150070207","prisoner"
358,"LMSLPS150070208","assault"
359,"LMSLPS150070208","poor"
360,"LMSLPS150070208","widow"
361,"LMSLPS150070208","wife"
362,"LMSLPS150070209","coining_forgery"
363,"LMSLPS150070209","prisoner"
364,"LMSLPS150070209","recognizances"
365,"LMSLPS150070209","removal"
366,"LMSLPS150070209","treason"
367,"LMSLPS150070210","prisoner"
368,"LMSLPS150070211","apprentice"
369,"LMSLPS150070211","assault"
370,"LMSLPS150070212","recognizances"
371,"LMSLPS150070212","transportation"
372,"LMSLPS150070213","poor"
373,"LMSLPS150070213","recognizances"
374,"LMSLPS150070216","coining_forgery"
375,"LMSLPS150070216","indictment"
376,"LMSLPS150070216","prisoner"
377,"LMSLPS150070216","wife"
378,"LMSLPS150070220","apprentice"
379,"LMSLPS150070220","friends"
380,"LMSLPS150070220","poor"
381,"LMSLPS150070230","churchwardens_petition"
382,"LMSLPS150070230","removal"
383,"LMSLPS150070230","settlement"
384,"LMSLPS150070230","wife"
385,"LMSLPS150080030","churchwardens_petition"
386,"LMSLPS150080030","husband"
387,"LMSLPS150080030","removal"
388,"LMSLPS150080030","settlement"
389,"LMSLPS150080058","coining_forgery"
390,"LMSLPS150080058","prisoner"
391,"LMSLPS150080058","recognizances"
392,"LMSLPS150080058","treason"
393,"LMSLPS150080059","coining_forgery"
394,"LMSLPS150080059","prisoner"
395,"LMSLPS150080059","recognizances"
396,"LMSLPS150080067","churchwardens_petition"
397,"LMSLPS150080067","rates"
398,"LMSLPS150080068","churchwardens_overseers"
399,"LMSLPS150080068","rates"
400,"LMSLPS150080071","coining_forgery"
401,"LMSLPS150080071","prisoner"
402,"LMSLPS150080071","recognizances"
403,"LMSLPS150080072","coining_forgery"
404,"LMSLPS150080072","prisoner"
405,"LMSLPS150080072","recognizances"
406,"LMSLPS150080078","apprentice"
407,"LMSLPS150080078","servant"
408,"LMSLPS150080078","son/daughter"
409,"LMSLPS150080108","prisoner"
410,"LMSLPS150080137","coining_forgery"
411,"LMSLPS150080137","drink"
412,"LMSLPS150080137","prisoner"
413,"LMSLPS150080137","treason"
414,"LMSLPS150080138","coining_forgery"
415,"LMSLPS150080138","prisoner"
416,"LMSLPS150080138","treason"
417,"LMSLPS150080139","prisoner"
418,"LMSLPS150080139","theft"
419,"LMSLPS150080140","prisoner"
420,"LMSLPS150080140","robbery"
421,"LMSLPS150080142","children"
422,"LMSLPS150080142","churchwardens_petition"
423,"LMSLPS150080144","children"
424,"LMSLPS150080144","churchwardens_petition"
425,"LMSLPS150080144","removal"
426,"LMSLPS150080144","settlement"
427,"LMSLPS150080144","wife"
428,"LMSLPS150080146","churchwardens_petition"
429,"LMSLPS150080146","removal"
430,"LMSLPS150080146","servant"
431,"LMSLPS150080146","settlement"
432,"LMSLPS150080147","churchwardens_petition"
433,"LMSLPS150080147","removal"
434,"LMSLPS150080147","settlement"
435,"LMSLPS150080147","wife"
436,"LMSLPS150080148","churchwardens_petition"
437,"LMSLPS150080148","removal"
438,"LMSLPS150080148","servant"
439,"LMSLPS150080148","settlement"
440,"LMSLPS150080148","wife"
441,"LMSLPS150080151","churchwardens_petition"
442,"LMSLPS150080151","removal"
443,"LMSLPS150080151","settlement"
444,"LMSLPS150080151","son/daughter"
445,"LMSLPS150080151","widow"
446,"LMSLPS150080152","churchwardens_petition"
447,"LMSLPS150080152","disability"
448,"LMSLPS150080152","removal"
449,"LMSLPS150080152","servant"
450,"LMSLPS150080152","settlement"
451,"LMSLPS150080153","apprentice"
452,"LMSLPS150080153","children"
453,"LMSLPS150080153","churchwardens_petition"
454,"LMSLPS150080153","removal"
455,"LMSLPS150080153","settlement"
456,"LMSLPS150080153","widow"
457,"LMSLPS150080158","children"
458,"LMSLPS150080158","churchwardens_petition"
459,"LMSLPS150080158","removal"
460,"LMSLPS150080158","servant"
461,"LMSLPS150080158","settlement"
462,"LMSLPS150080158","spinster"
463,"LMSLPS150080160","apprentice"
464,"LMSLPS150080160","churchwardens_petition"
465,"LMSLPS150080160","parents"
466,"LMSLPS150080160","removal"
467,"LMSLPS150080160","settlement"
468,"LMSLPS150080162","apprentice"
469,"LMSLPS150080162","churchwardens_petition"
470,"LMSLPS150080162","husband"
471,"LMSLPS150080162","removal"
472,"LMSLPS150080162","settlement"
473,"LMSLPS150080164","churchwardens_petition"
474,"LMSLPS150080164","parents"
475,"LMSLPS150080164","poor"
476,"LMSLPS150080164","removal"
477,"LMSLPS150080164","servant"
478,"LMSLPS150080164","settlement"
479,"LMSLPS150080164","spinster"
480,"LMSLPS150080169","churchwardens_petition"
481,"LMSLPS150080169","parents"
482,"LMSLPS150080169","son/daughter"
483,"LMSLPS150080169","widow"
484,"LMSLPS150080169","wife"
485,"LMSLPS150080171","churchwardens_petition"
486,"LMSLPS150080171","husband"
487,"LMSLPS150080171","servant"
488,"LMSLPS150080171","widow"
489,"LMSLPS150080171","wife"
490,"LMSLPS150080173","children"
491,"LMSLPS150080173","churchwardens_petition"
492,"LMSLPS150080173","drink"
493,"LMSLPS150080173","husband"
494,"LMSLPS150080173","removal"
495,"LMSLPS150080173","servant"
496,"LMSLPS150080173","settlement"
497,"LMSLPS150080175","churchwardens_petition"
498,"LMSLPS150080175","servant"
499,"LMSLPS150080175","wife"
500,"LMSLPS150090010","is_poor"
501,"LMSLPS150090010","prisoner"
502,"LMSLPS150090010","recognizances"
503,"LMSLPS150090010","theft"
504,"LMSLPS150090011","apprentice"
505,"LMSLPS150090011","parents"
506,"LMSLPS150090011","son/daughter"
507,"LMSLPS150090033","churchwardens_petition"
508,"LMSLPS150090033","rates"
509,"LMSLPS150090035","indictment"
510,"LMSLPS150090035","recognizances"
511,"LMSLPS150090065","indictment"
512,"LMSLPS150090065","prisoner"
513,"LMSLPS150090066","prisoner"
514,"LMSLPS150090069","coining_forgery"
515,"LMSLPS150090069","prisoner"
516,"LMSLPS150090071","churchwardens_petition"
517,"LMSLPS150090071","removal"
518,"LMSLPS150090071","settlement"
519,"LMSLPS150090074","children"
520,"LMSLPS150090074","churchwardens_overseers"
521,"LMSLPS150090074","spinster"
522,"LMSLPS150090074","widow"
523,"LMSLPS150090078","churchwardens_petition"
524,"LMSLPS150090078","removal"
525,"LMSLPS150090078","settlement"
526,"LMSLPS150090081","churchwardens_petition"
527,"LMSLPS150090081","wife"
528,"LMSLPS150090086","apprentice"
529,"LMSLPS150090086","churchwardens_petition"
530,"LMSLPS150090086","removal"
531,"LMSLPS150090086","servant"
532,"LMSLPS150090086","settlement"
533,"LMSLPS150090086","wife"
534,"LMSLPS150090090","apprentice"
535,"LMSLPS150090090","churchwardens_petition"
536,"LMSLPS150090090","removal"
537,"LMSLPS150090090","settlement"
538,"LMSLPS150090090","wife"
539,"LMSLPS150090094","churchwardens_petition"
540,"LMSLPS150090094","removal"
541,"LMSLPS150090094","settlement"
542,"LMSLPS150090094","son/daughter"
543,"LMSLPS150090095","churchwardens_petition"
544,"LMSLPS150090095","husband"
545,"LMSLPS150090095","removal"
546,"LMSLPS150090095","settlement"
547,"LMSLPS150090097","apprentice"
548,"LMSLPS150090097","churchwardens_petition"
549,"LMSLPS150090097","husband"
550,"LMSLPS150090097","removal"
551,"LMSLPS150090097","settlement"
552,"LMSLPS150090097","wife"
553,"LMSLPS150090100","churchwardens_petition"
554,"LMSLPS150090100","husband"
555,"LMSLPS150090100","wife"
556,"LMSLPS150090104","children"
557,"LMSLPS150090104","churchwardens_petition"
558,"LMSLPS150090104","removal"
559,"LMSLPS150090104","settlement"
560,"LMSLPS150090104","widow"
561,"LMSLPS150090105","churchwardens_petition"
562,"LMSLPS150090105","removal"
563,"LMSLPS150090105","servant"
564,"LMSLPS150090105","settlement"
565,"LMSLPS150090105","son/daughter"
566,"LMSLPS150090105","wife"
567,"LMSLPS150100001","churchwardens_petition"
568,"LMSLPS150100001","rates"
569,"LMSLPS150100026","felony"
570,"LMSLPS150100026","poor"
571,"LMSLPS150100026","prisoner"
572,"LMSLPS150100026","recognizances"
573,"LMSLPS150100059","disability"
574,"LMSLPS150100059","friends"
575,"LMSLPS150100059","is_poor"
576,"LMSLPS150100091","poor"
577,"LMSLPS150100091","prisoner"
578,"LMSLPS150100091","recognizances"
579,"LMSLPS150100091","wife"
580,"LMSLPS150100092","friends"
581,"LMSLPS150100092","prisoner"
582,"LMSLPS150100092","recognizances"
583,"LMSLPS150100092","theft"
584,"LMSLPS150100093","felony"
585,"LMSLPS150100093","friends"
586,"LMSLPS150100093","poor"
587,"LMSLPS150100093","prisoner"
588,"LMSLPS150100093","receiving"
589,"LMSLPS150100102","churchwardens_petition"
590,"LMSLPS150100102","rates"
591,"LMSLPS150100103","parishioners"
592,"LMSLPS150100103","rates"
593,"LMSLPS150100104","rates"
594,"LMSLPS150100106","parishioners"
595,"LMSLPS150100106","rates"
596,"LMSLPS150100107","churchwardens_petition"
597,"LMSLPS150100107","poor"
598,"LMSLPS150100107","rates"
599,"LMSLPS150100108","churchwardens_petition"
600,"LMSLPS150100109","churchwardens_petition"
601,"LMSLPS150100110","churchwardens_petition"
602,"LMSLPS150100110","rates"
603,"LMSLPS150100112","churchwardens_petition"
604,"LMSLPS150100112","rates"
605,"LMSLPS150100113","prisoner"
606,"LMSLPS150100113","treason"
607,"LMSLPS150100114","apprentice"
608,"LMSLPS150100114","children"
609,"LMSLPS150100114","son/daughter"
610,"LMSLPS150100114","widow"
611,"LMSLPS150100114","wife"
612,"LMSLPS150100115","prisoner"
613,"LMSLPS150100115","recognizances"
614,"LMSLPS150100115","theft"
615,"LMSLPS150100116","prisoner"
616,"LMSLPS150100116","theft"
617,"LMSLPS150100117","prisoner"
618,"LMSLPS150100118","prisoner"
619,"LMSLPS150100120","apprentice"
620,"LMSLPS150100120","bastardy"
621,"LMSLPS150100120","churchwardens_petition"
622,"LMSLPS150100120","removal"
623,"LMSLPS150100120","settlement"
624,"LMSLPS150100120","son/daughter"
625,"LMSLPS150100122","bastardy"
626,"LMSLPS150100122","churchwardens_petition"
627,"LMSLPS150100124","apprentice"
628,"LMSLPS150100124","churchwardens_petition"
629,"LMSLPS150100124","parents"
630,"LMSLPS150100124","removal"
631,"LMSLPS150100124","settlement"
632,"LMSLPS150100124","son/daughter"
633,"LMSLPS150100126","churchwardens_petition"
634,"LMSLPS150100126","removal"
635,"LMSLPS150100126","servant"
636,"LMSLPS150100126","settlement"
637,"LMSLPS150100128","churchwardens_petition"
638,"LMSLPS150100128","removal"
639,"LMSLPS150100128","settlement"
640,"LMSLPS150100128","wife"
641,"LMSLPS150100130","children"
642,"LMSLPS150100130","churchwardens_petition"
643,"LMSLPS150100130","parents"
644,"LMSLPS150100130","son/daughter"
645,"LMSLPS150100132","churchwardens_petition"
646,"LMSLPS150100132","wife"
647,"LMSLPS150100134","apprentice"
648,"LMSLPS150100134","churchwardens_petition"
649,"LMSLPS150100134","removal"
650,"LMSLPS150100134","settlement"
651,"LMSLPS150100134","wife"
652,"LMSLPS150100135","churchwardens_petition"
653,"LMSLPS150100135","disability"
654,"LMSLPS150100135","parents"
655,"LMSLPS150100135","removal"
656,"LMSLPS150100135","settlement"
657,"LMSLPS150100136","apprentice"
658,"LMSLPS150100136","churchwardens_petition"
659,"LMSLPS150100136","poor"
660,"LMSLPS150100136","removal"
661,"LMSLPS150100136","settlement"
662,"LMSLPS150100136","wife"
663,"LMSLPS150100138","churchwardens_petition"
664,"LMSLPS150100138","removal"
665,"LMSLPS150100138","settlement"
666,"LMSLPS150100140","churchwardens_overseers"
667,"LMSLPS150100140","rates"
668,"LMSLPS150100143","churchwardens_petition"
669,"LMSLPS150100143","parents"
670,"LMSLPS150100143","removal"
671,"LMSLPS150100143","servant"
672,"LMSLPS150100143","settlement"
673,"LMSLPS150100143","son/daughter"
674,"LMSLPS150100146","apprentice"
675,"LMSLPS150100146","children"
676,"LMSLPS150100146","churchwardens_petition"
677,"LMSLPS150100146","removal"
678,"LMSLPS150100146","settlement"
679,"LMSLPS150100146","wife"
680,"LMSLPS150100148","churchwardens_petition"
681,"LMSLPS150100148","removal"
682,"LMSLPS150100148","servant"
683,"LMSLPS150100148","settlement"
684,"LMSLPS150100148","wife"
685,"LMSLPS150100154","churchwardens_petition"
686,"LMSLPS150100154","removal"
687,"LMSLPS150100154","settlement"
688,"LMSLPS150100154","wife"
689,"LMSLPS150100159","churchwardens_petition"
690,"LMSLPS150100159","removal"
691,"LMSLPS150100159","settlement"
692,"LMSLPS150100161","children"
693,"LMSLPS150100161","churchwardens_petition"
694,"LMSLPS150100161","parents"
695,"LMSLPS150100161","removal"
696,"LMSLPS150100161","settlement"
697,"LMSLPS150100161","son/daughter"
698,"LMSLPS150100165","apprentice"
699,"LMSLPS150100165","churchwardens_petition"
700,"LMSLPS150100165","widow"
701,"LMSLPS150100167","bastardy"
702,"LMSLPS150100167","churchwardens_petition"
703,"LMSLPS150100169","churchwardens_petition"
704,"LMSLPS150100169","removal"
705,"LMSLPS150100169","servant"
706,"LMSLPS150100169","settlement"
707,"LMSLPS150100169","spinster"
708,"LMSLPS150100172","churchwardens_petition"
709,"LMSLPS150100172","wife"
710,"LMSLPS150100173","children"
711,"LMSLPS150100173","churchwardens_petition"
712,"LMSLPS150100173","husband"
713,"LMSLPS150100173","parents"
714,"LMSLPS150100173","rates"
715,"LMSLPS150100173","son/daughter"
716,"LMSLPS150100173","widow"
717,"LMSLPS150100173","wife"
718,"LMSLPS150110002","churchwardens_petition"
719,"LMSLPS150110002","rates"
720,"LMSLPS150110147","churchwardens_petition"
721,"LMSLPS150110147","rates"
722,"LMSLPS150110148","indictment"
723,"LMSLPS150110148","recognizances"
724,"LMSLPS150110149","friends"
725,"LMSLPS150110149","misdemeanours"
726,"LMSLPS150110149","prisoner"
727,"LMSLPS150110149","recognizances"
728,"LMSLPS150110150","murder"
729,"LMSLPS150110150","prisoner"
730,"LMSLPS150110150","robbery"
731,"LMSLPS150110151","apprentice"
732,"LMSLPS150110153","churchwardens_petition"
733,"LMSLPS150110153","fine"
734,"LMSLPS150110153","rates"
735,"LMSLPS150110154","churchwardens_petition"
736,"LMSLPS150110154","rates"
737,"LMSLPS150110155","churchwardens_petition"
738,"LMSLPS150110155","rates"
739,"LMSLPS150110158","apprentice"
740,"LMSLPS150110160","friends"
741,"LMSLPS150110160","husband"
742,"LMSLPS150110160","prisoner"
743,"LMSLPS150110160","recognizances"
744,"LMSLPS150110164","churchwardens_petition"
745,"LMSLPS150110164","removal"
746,"LMSLPS150110164","servant"
747,"LMSLPS150110164","settlement"
